(398, 455)
(364, 188)
(29, 44)
(314, 573)
(263, 474)
(184, 8)
(94, 510)
(322, 18)
(20, 326)
(309, 419)
(398, 38)
(65, 230)
(327, 50)
(389, 294)
(82, 472)
(11, 240)
(248, 606)
(13, 570)
(287, 263)
(136, 307)
(403, 269)
(216, 122)
(128, 20)
(152, 282)
(264, 314)
(176, 111)
(392, 356)
(150, 290)
(270, 55)
(95, 33)
(377, 353)
(259, 103)
(152, 39)
(265, 535)
(288, 616)
(400, 545)
(36, 441)
(249, 25)
(28, 595)
(239, 558)
(19, 184)
(295, 433)
(49, 589)
(400, 351)
(108, 80)
(230, 367)
(289, 68)
(147, 172)
(14, 121)
(305, 152)
(19, 346)
(139, 80)
(103, 447)
(139, 43)
(115, 406)
(158, 94)
(96, 293)
(136, 524)
(199, 516)
(158, 502)
(367, 170)
(216, 552)
(318, 312)
(364, 605)
(28, 63)
(407, 465)
(255, 25)
(367, 25)
(174, 232)
(236, 361)
(357, 580)
(12, 616)
(413, 565)
(278, 81)
(83, 1)
(92, 55)
(363, 529)
(187, 256)
(395, 367)
(398, 472)
(44, 323)
(94, 348)
(390, 522)
(316, 251)
(241, 75)
(51, 595)
(290, 115)
(248, 88)
(369, 85)
(27, 449)
(312, 298)
(341, 169)
(412, 578)
(96, 470)
(329, 82)
(152, 155)
(232, 496)
(218, 40)
(274, 554)
(151, 5)
(199, 559)
(89, 358)
(110, 591)
(368, 527)
(391, 174)
(327, 129)
(388, 63)
(365, 236)
(393, 604)
(95, 386)
(199, 600)
(217, 589)
(38, 6)
(141, 520)
(425, 528)
(325, 26)
(425, 459)
(129, 306)
(131, 46)
(276, 244)
(369, 81)
(35, 501)
(44, 425)
(344, 577)
(79, 377)
(263, 120)
(365, 569)
(433, 352)
(218, 10)
(339, 482)
(100, 394)
(122, 130)
(429, 481)
(207, 353)
(225, 81)
(14, 574)
(334, 373)
(186, 300)
(74, 95)
(218, 328)
(115, 451)
(193, 429)
(248, 390)
(22, 553)
(356, 132)
(91, 459)
(84, 383)
(353, 117)
(206, 487)
(293, 313)
(334, 349)
(261, 12)
(41, 415)
(113, 390)
(424, 146)
(209, 553)
(101, 228)
(59, 94)
(364, 512)
(199, 300)
(297, 482)
(422, 124)
(291, 333)
(227, 412)
(62, 416)
(103, 294)
(128, 502)
(200, 227)
(399, 9)
(31, 390)
(128, 457)
(185, 44)
(186, 465)
(12, 416)
(173, 311)
(220, 578)
(148, 479)
(374, 123)
(417, 252)
(92, 94)
(429, 250)
(322, 439)
(19, 537)
(45, 52)
(17, 583)
(118, 144)
(182, 257)
(72, 158)
(102, 488)
(58, 117)
(410, 601)
(188, 40)
(89, 351)
(304, 74)
(98, 587)
(339, 138)
(115, 542)
(321, 371)
(78, 13)
(52, 135)
(20, 488)
(122, 7)
(147, 43)
(54, 96)
(202, 561)
(432, 127)
(60, 588)
(305, 487)
(358, 258)
(244, 234)
(191, 551)
(304, 510)
(65, 79)
(200, 293)
(356, 2)
(403, 19)
(196, 107)
(129, 559)
(272, 222)
(26, 455)
(435, 563)
(3, 41)
(234, 56)
(214, 187)
(231, 580)
(268, 375)
(292, 132)
(186, 461)
(394, 200)
(299, 213)
(40, 205)
(397, 261)
(276, 87)
(284, 276)
(48, 3)
(269, 364)
(173, 350)
(201, 219)
(68, 397)
(258, 259)
(122, 255)
(66, 433)
(405, 437)
(184, 180)
(137, 260)
(237, 148)
(139, 303)
(177, 576)
(375, 355)
(235, 293)
(50, 476)
(89, 117)
(127, 571)
(427, 238)
(371, 163)
(303, 376)
(314, 221)
(25, 535)
(186, 179)
(138, 275)
(83, 396)
(268, 130)
(395, 361)
(372, 460)
(221, 174)
(108, 521)
(398, 579)
(82, 65)
(388, 48)
(433, 80)
(323, 518)
(429, 278)
(210, 577)
(11, 567)
(281, 384)
(382, 515)
(406, 246)
(185, 157)
(271, 472)
(417, 573)
(142, 66)
(410, 91)
(131, 73)
(282, 557)
(29, 531)
(166, 208)
(200, 326)
(195, 462)
(369, 12)
(282, 537)
(106, 467)
(188, 477)
(168, 246)
(204, 183)
(354, 238)
(105, 211)
(363, 266)
(37, 367)
(183, 168)
(223, 329)
(284, 578)
(374, 589)
(120, 284)
(399, 275)
(97, 316)
(427, 154)
(292, 172)
(193, 45)
(430, 449)
(52, 572)
(187, 123)
(252, 421)
(354, 390)
(87, 9)
(82, 83)
(291, 157)
(266, 577)
(310, 502)
(140, 389)
(15, 201)
(169, 442)
(315, 49)
(259, 463)
(127, 259)
(323, 289)
(51, 502)
(361, 433)
(162, 517)
(387, 290)
(235, 422)
(421, 168)
(250, 178)
(196, 514)
(78, 601)
(341, 92)
(262, 544)
(206, 77)
(400, 449)
(322, 67)
(392, 130)
(232, 30)
(107, 51)
(384, 110)
(167, 404)
(151, 327)
(198, 46)
(408, 590)
(8, 208)
(109, 258)
(93, 94)
(349, 401)
(395, 564)
(318, 427)
(7, 422)
(30, 539)
(411, 76)
(95, 179)
(359, 177)
(350, 547)
(200, 317)
(109, 240)
(365, 11)
(398, 512)
(29, 306)
(41, 521)
(265, 486)
(238, 277)
(340, 102)
(254, 119)
(382, 376)
(402, 268)
(47, 490)
(290, 431)
(154, 174)
(173, 198)
(290, 506)
(8, 175)
(362, 302)
(295, 277)
(91, 407)
(67, 331)
(41, 273)
(77, 134)
(135, 367)
(163, 302)
(419, 330)
(245, 265)
(145, 152)
(423, 117)
(177, 47)
(202, 195)
(155, 460)
(354, 329)
(14, 103)
(400, 388)
(170, 450)
(264, 557)
(296, 510)
(359, 169)
(207, 29)
(393, 241)
(163, 220)
(268, 177)
(339, 540)
(144, 490)
(127, 89)
(252, 424)
(433, 331)
(290, 74)
(111, 455)
(229, 517)
(300, 283)
(391, 73)
(346, 434)
(374, 558)
(110, 261)
(107, 49)
(133, 505)
(159, 382)
(24, 372)
(393, 106)
(362, 180)
(45, 387)
(311, 68)
(30, 419)
(191, 382)
(409, 420)
(383, 114)
(287, 242)
(22, 573)
(12, 45)
(261, 428)
(179, 579)
(208, 476)
(16, 275)
(107, 559)
(390, 522)
(310, 332)
(294, 331)
(130, 213)
(370, 302)
(168, 374)
(261, 534)
(287, 415)
(381, 533)
(73, 65)
(11, 510)
(213, 433)
(182, 147)
(230, 113)
(239, 547)
(433, 281)
(104, 283)
(361, 79)
(160, 296)
(288, 130)
(108, 233)
(161, 539)
(312, 538)
(353, 411)
(195, 276)
(261, 411)
(47, 21)
(74, 224)
(31, 182)
(21, 393)
(223, 25)
(201, 450)
(388, 457)
(325, 403)
(150, 335)
(72, 69)
(290, 154)
(209, 69)
(417, 400)
(114, 336)
(388, 372)
(331, 519)
(387, 157)
(18, 489)
(137, 484)
(216, 101)
(162, 182)
(416, 245)
(367, 218)
(398, 368)
(180, 147)
(228, 172)
(356, 595)
(381, 539)
(43, 375)
(198, 16)
(42, 382)
(31, 608)
(431, 415)
(358, 257)
(275, 56)
(317, 145)
(284, 247)
(109, 67)
(81, 479)
(124, 291)
(71, 483)
(43, 238)
(208, 117)
(373, 442)
(32, 89)
(262, 51)
(387, 229)
(188, 396)
(147, 331)
(387, 538)
(303, 433)
(66, 74)
(144, 475)
(367, 574)
(106, 450)
(41, 276)
(166, 539)
(71, 372)
(190, 266)
(260, 356)
(35, 484)
(162, 360)
(416, 116)
(363, 366)
(307, 541)
(202, 302)
(114, 85)
(188, 141)
(331, 218)
(372, 20)
(353, 20)
(339, 156)
(226, 215)
(354, 69)
(377, 458)
(243, 305)
(117, 248)
(417, 100)
(337, 322)
(323, 316)
(183, 254)
(138, 51)
(228, 410)
(56, 514)
(239, 450)
(177, 531)
(100, 40)
(167, 404)
(383, 403)
(177, 397)
(144, 15)
(236, 363)
(358, 220)
(212, 300)
(253, 421)
(317, 596)
(121, 116)
(293, 306)
(221, 445)
(123, 197)
(26, 61)
(323, 66)
(279, 574)
(51, 158)
(51, 178)
(51, 303)
(19, 494)
(175, 94)
(16, 129)
(262, 202)
(97, 88)
(392, 93)
(114, 568)
(209, 278)
(253, 129)
(106, 197)
(230, 489)
(88, 48)
(3, 594)
(18, 421)
(259, 66)
(112, 552)
(86, 15)
(282, 515)
(412, 106)
(342, 393)
(350, 174)
(324, 572)
(18, 312)
(403, 79)
(287, 413)
(19, 412)
(59, 166)
(60, 597)
(119, 222)
(237, 499)
(147, 124)
(343, 39)
(294, 269)
(124, 464)
(200, 368)
(137, 364)
(158, 240)
(409, 216)
(147, 194)
(201, 305)
(97, 567)
(62, 154)
(339, 146)
(347, 457)
(213, 476)
(144, 401)
(309, 28)
(323, 490)
(351, 164)
(63, 314)
(217, 390)
